# (sid):(dc):(wan_ip):(host_name):(lan_ip):(role1,role2):(price):
#
# Server in Dallas, Texas
XEN-953:DFW:192.0.95.10:sergioestevao.gm.a8c.com:192.168.95.3:nginx-base,nginx-php,mysql-base:0:
XEN-953:DFW:192.0.95.21:web1.g1.gm.a8c.com:192.0.95.21:nginx-base,nginx-php,mysql-base:0:
XEN-953:DFW:192.0.95.23:web2.g1.gm.a8c.com:192.0.95.23:nginx-base,nginx-php,mysql-base:0:
XEN-953:DFW:192.0.95.22:db1.g1.gm.a8c.com:192.0.95.22:nginx-base,nginx-php,mysql-base:0:
XEN-953:DFW:192.0.95.24:db2.g1.gm.a8c.com:192.0.95.24:nginx-base,nginx-php,mysql-base:0:
